epoch,fit/bisim_loss,fit/lambda_bisim,fit/loss,fit/pred_loss,fit/sigreg_loss,step
0,9.088507652282715,1.0,12.820199012756348,0.24731622636318207,38.75,49
0,8.334577560424805,1.0,12.100602149963379,0.23477430641651154,39.25,99
