epoch,fit/bisim_loss,fit/lambda_bisim,fit/loss,fit/pred_loss,fit/sigreg_loss,step
0,8.853912353515625,1.0,12.553912162780762,0.26249971985816956,38.25,49
0,8.75555419921875,1.0,12.487651824951172,0.24772286415100098,38.75,99
0,7.381288528442383,1.0,11.233320236206055,0.22703176736831665,40.25,149
0,6.069236755371094,1.0,9.985662460327148,0.19767625629901886,41.25,199
0,5.010293483734131,1.0,9.019220352172852,0.16517622768878937,42.75,249
0,3.57075834274292,1.0,7.652892112731934,0.1290086954832077,44.0,299
0,2.6008365154266357,1.0,6.758983612060547,0.09564735740423203,45.25,349
0,1.6919069290161133,1.0,5.8876729011535645,0.07076600939035416,46.0,399
0,1.2945032119750977,1.0,5.563963413238525,0.05071016401052475,46.75,449
