epoch,fit/bisim_loss,fit/lambda_bisim,fit/loss,fit/pred_loss,fit/sigreg_loss,step
0,8.930939674377441,1.0,12.651473045349121,0.23615863919258118,38.75,49
0,8.464920043945312,1.0,12.218903541564941,0.22273360192775726,39.25,99
0,7.048704147338867,1.0,10.876372337341309,0.20266802608966827,40.25,149
0,5.897015571594238,1.0,9.820761680603027,0.17374594509601593,41.75,199
0,4.812840938568115,1.0,8.800817489624023,0.14422647655010223,42.75,249
